dep_ct,arr_ct,loc,hour
6,1,Beacon St at Englewood Ave,4
8,2,Beacon St at Englewood Ave,5
29,,Beacon St at Englewood Ave,6
29,16,Beacon St at Englewood Ave,7
33,11,Beacon St at Englewood Ave,8
43,19,Beacon St at Englewood Ave,9
50,58,Beacon St at Englewood Ave,10
39,26,Beacon St at Englewood Ave,11
73,30,Beacon St at Englewood Ave,12
74,59,Beacon St at Englewood Ave,13
40,42,Beacon St at Englewood Ave,14
53,63,Beacon St at Englewood Ave,15
41,53,Beacon St at Englewood Ave,16
58,53,Beacon St at Englewood Ave,17
68,77,Beacon St at Englewood Ave,18
72,75,Beacon St at Englewood Ave,19
38,48,Beacon St at Englewood Ave,20
10,28,Beacon St at Englewood Ave,21
14,15,Beacon St at Englewood Ave,22
8,18,Beacon St at Englewood Ave,23
10,18,Beacon St at Hawes St,0
12,14,Beacon St at Hawes St,1
2,5,Beacon St at Hawes St,2
3,2,Beacon St at Hawes St,3
4,1,Beacon St at Hawes St,4
9,3,Beacon St at Hawes St,5
45,25,Beacon St at Hawes St,6
50,66,Beacon St at Hawes St,7
123,84,Beacon St at Hawes St,8
108,70,Beacon St at Hawes St,9
72,58,Beacon St at Hawes St,10
119,63,Beacon St at Hawes St,11
104,85,Beacon St at Hawes St,12
80,95,Beacon St at Hawes St,13
121,111,Beacon St at Hawes St,14
91,117,Beacon St at Hawes St,15
120,138,Beacon St at Hawes St,16
135,155,Beacon St at Hawes St,17
163,204,Beacon St at Hawes St,18
107,113,Beacon St at Hawes St,19
72,100,Beacon St at Hawes St,20
58,88,Beacon St at Hawes St,21
23,50,Beacon St at Hawes St,22
32,39,Beacon St at Hawes St,23
468,499,Beacon St at Massachusetts Ave,
232,209,Beacon St at Massachusetts Ave,0
118,104,Beacon St at Massachusetts Ave,1
56,53,Beacon St at Massachusetts Ave,2
32,27,Beacon St at Massachusetts Ave,3
48,28,Beacon St at Massachusetts Ave,4
97,39,Beacon St at Massachusetts Ave,5
223,88,Beacon St at Massachusetts Ave,6
498,267,Beacon St at Massachusetts Ave,7
540,377,Beacon St at Massachusetts Ave,8
499,430,Beacon St at Massachusetts Ave,9
516,523,Beacon St at Massachusetts Ave,10
562,639,Beacon St at Massachusetts Ave,11
770,758,Beacon St at Massachusetts Ave,12
794,904,Beacon St at Massachusetts Ave,13
832,951,Beacon St at Massachusetts Ave,14
932,1013,Beacon St at Massachusetts Ave,15
1072,1144,Beacon St at Massachusetts Ave,16
1358,1725,Beacon St at Massachusetts Ave,17
1668,1909,Beacon St at Massachusetts Ave,18
1575,1562,Beacon St at Massachusetts Ave,19
1193,972,Beacon St at Massachusetts Ave,20
688,558,Beacon St at Massachusetts Ave,21
520,448,Beacon St at Massachusetts Ave,22
332,293,Beacon St at Massachusetts Ave,23
32,34,Beacon St at St. Paul St,0
20,9,Beacon St at St. Paul St,1
9,14,Beacon St at St. Paul St,2
1,7,Beacon St at St. Paul St,3
4,2,Beacon St at St. Paul St,4
50,22,Beacon St at St. Paul St,5
65,7,Beacon St at St. Paul St,6
112,38,Beacon St at St. Paul St,7
218,95,Beacon St at St. Paul St,8
142,59,Beacon St at St. Paul St,9
134,134,Beacon St at St. Paul St,10
161,120,Beacon St at St. Paul St,11
149,172,Beacon St at St. Paul St,12
170,181,Beacon St at St. Paul St,13
184,196,Beacon St at St. Paul St,14
158,188,Beacon St at St. Paul St,15
191,252,Beacon St at St. Paul St,16
215,292,Beacon St at St. Paul St,17
224,320,Beacon St at St. Paul St,18
189,248,Beacon St at St. Paul St,19
100,117,Beacon St at St. Paul St,20
56,101,Beacon St at St. Paul St,21
39,65,Beacon St at St. Paul St,22
36,53,Beacon St at St. Paul St,23
549,446,Beacon St at Tappan St,
25,15,Beacon St at Tappan St,0
17,12,Beacon St at Tappan St,1
4,6,Beacon St at Tappan St,2
2,4,Beacon St at Tappan St,3
11,6,Beacon St at Tappan St,5
64,12,Beacon St at Tappan St,6
97,39,Beacon St at Tappan St,7
99,50,Beacon St at Tappan St,8
120,59,Beacon St at Tappan St,9
125,69,Beacon St at Tappan St,10
124,83,Beacon St at Tappan St,11
129,91,Beacon St at Tappan St,12
177,106,Beacon St at Tappan St,13
162,117,Beacon St at Tappan St,14
111,130,Beacon St at Tappan St,15
156,192,Beacon St at Tappan St,16
201,252,Beacon St at Tappan St,17
196,255,Beacon St at Tappan St,18
153,174,Beacon St at Tappan St,19
83,98,Beacon St at Tappan St,20
58,49,Beacon St at Tappan St,21
32,23,Beacon St at Tappan St,22
18,16,Beacon St at Tappan St,23
11,21,Beacon St at Washington / Kirkland,
62,72,Beacon St at Washington / Kirkland,0
18,28,Beacon St at Washington / Kirkland,1
12,19,Beacon St at Washington / Kirkland,2
11,9,Beacon St at Washington / Kirkland,3
13,6,Beacon St at Washington / Kirkland,4
19,6,Beacon St at Washington / Kirkland,5
72,31,Beacon St at Washington / Kirkland,6
134,35,Beacon St at Washington / Kirkland,7
242,67,Beacon St at Washington / Kirkland,8
262,77,Beacon St at Washington / Kirkland,9
228,137,Beacon St at Washington / Kirkland,10
181,145,Beacon St at Washington / Kirkland,11
216,194,Beacon St at Washington / Kirkland,12
206,202,Beacon St at Washington / Kirkland,13
215,201,Beacon St at Washington / Kirkland,14
262,195,Beacon St at Washington / Kirkland,15
279,278,Beacon St at Washington / Kirkland,16
272,428,Beacon St at Washington / Kirkland,17
297,490,Beacon St at Washington / Kirkland,18
269,352,Beacon St at Washington / Kirkland,19
157,273,Beacon St at Washington / Kirkland,20
100,168,Beacon St at Washington / Kirkland,21
95,132,Beacon St at Washington / Kirkland,22
71,113,Beacon St at Washington / Kirkland,23
35,32,Belgrade Ave at Walworth St,
3,2,Belgrade Ave at Walworth St,0
2,5,Belgrade Ave at Walworth St,2
8,1,Belgrade Ave at Walworth St,5
9,,Belgrade Ave at Walworth St,6
9,7,Belgrade Ave at Walworth St,7
10,13,Belgrade Ave at Walworth St,8
15,12,Belgrade Ave at Walworth St,9
10,13,Belgrade Ave at Walworth St,10
7,14,Belgrade Ave at Walworth St,11
14,13,Belgrade Ave at Walworth St,12
18,29,Belgrade Ave at Walworth St,13
30,33,Belgrade Ave at Walworth St,14
28,24,Belgrade Ave at Walworth St,15
32,34,Belgrade Ave at Walworth St,16
60,59,Belgrade Ave at Walworth St,17
57,67,Belgrade Ave at Walworth St,18
22,24,Belgrade Ave at Walworth St,19
24,14,Belgrade Ave at Walworth St,20
1,3,Belgrade Ave at Walworth St,21
4,8,Belgrade Ave at Walworth St,22
6,5,Belgrade Ave at Walworth St,23
63,61,Bennington St at Byron St,
6,23,Bennington St at Byron St,0
1,5,Bennington St at Byron St,1
3,,Bennington St at Byron St,2
5,5,Bennington St at Byron St,3
13,2,Bennington St at Byron St,4
21,2,Bennington St at Byron St,5
18,9,Bennington St at Byron St,6
24,14,Bennington St at Byron St,7
20,9,Bennington St at Byron St,8
21,16,Bennington St at Byron St,9
23,27,Bennington St at Byron St,10
18,21,Bennington St at Byron St,11
48,57,Bennington St at Byron St,12
34,58,Bennington St at Byron St,13
42,41,Bennington St at Byron St,14
49,48,Bennington St at Byron St,15
71,49,Bennington St at Byron St,16
60,78,Bennington St at Byron St,17
58,58,Bennington St at Byron St,18
53,42,Bennington St at Byron St,19
27,39,Bennington St at Byron St,20
16,19,Bennington St at Byron St,21
6,19,Bennington St at Byron St,22
3,5,Bennington St at Byron St,23
118,115,Bennington St at Constitution Beach,
4,12,Bennington St at Constitution Beach,0
6,7,Bennington St at Constitution Beach,1
13,13,Bennington St at Constitution Beach,2
3,1,Bennington St at Constitution Beach,3
6,4,Bennington St at Constitution Beach,5
11,15,Bennington St at Constitution Beach,6
22,10,Bennington St at Constitution Beach,7
13,52,Bennington St at Constitution Beach,8
57,53,Bennington St at Constitution Beach,9
60,70,Bennington St at Constitution Beach,10
72,85,Bennington St at Constitution Beach,11
88,100,Bennington St at Constitution Beach,12
94,130,Bennington St at Constitution Beach,13
116,143,Bennington St at Constitution Beach,14
149,148,Bennington St at Constitution Beach,15
152,128,Bennington St at Constitution Beach,16
183,181,Bennington St at Constitution Beach,17
221,231,Bennington St at Constitution Beach,18
178,171,Bennington St at Constitution Beach,19
107,93,Bennington St at Constitution Beach,20
64,42,Bennington St at Constitution Beach,21
36,17,Bennington St at Constitution Beach,22
48,16,Bennington St at Constitution Beach,23
892,890,Berkshire Street at Cambridge Street,
72,83,Berkshire Street at Cambridge Street,0
29,42,Berkshire Street at Cambridge Street,1
20,22,Berkshire Street at Cambridge Street,2
13,15,Berkshire Street at Cambridge Street,3
9,8,Berkshire Street at Cambridge Street,4
11,16,Berkshire Street at Cambridge Street,5
100,55,Berkshire Street at Cambridge Street,6
177,160,Berkshire Street at Cambridge Street,7
248,222,Berkshire Street at Cambridge Street,8
291,208,Berkshire Street at Cambridge Street,9
299,239,Berkshire Street at Cambridge Street,10
322,229,Berkshire Street at Cambridge Street,11
384,317,Berkshire Street at Cambridge Street,12
379,303,Berkshire Street at Cambridge Street,13
388,308,Berkshire Street at Cambridge Street,14
362,395,Berkshire Street at Cambridge Street,15
360,516,Berkshire Street at Cambridge Street,16
593,634,Berkshire Street at Cambridge Street,17
554,651,Berkshire Street at Cambridge Street,18
439,545,Berkshire Street at Cambridge Street,19
305,408,Berkshire Street at Cambridge Street,20
215,248,Berkshire Street at Cambridge Street,21
173,177,Berkshire Street at Cambridge Street,22
116,151,Berkshire Street at Cambridge Street,23
489,434,Binney St / Sixth St,
27,21,Binney St / Sixth St,0
7,16,Binney St / Sixth St,1
21,9,Binney St / Sixth St,2
6,3,Binney St / Sixth St,3
9,2,Binney St / Sixth St,4
26,54,Binney St / Sixth St,5
72,44,Binney St / Sixth St,6
79,159,Binney St / Sixth St,7
75,116,Binney St / Sixth St,8
85,116,Binney St / Sixth St,9
102,99,Binney St / Sixth St,10
89,92,Binney St / Sixth St,11
153,124,Binney St / Sixth St,12
142,115,Binney St / Sixth St,13
126,122,Binney St / Sixth St,14
163,107,Binney St / Sixth St,15
181,155,Binney St / Sixth St,16
251,171,Binney St / Sixth St,17
208,157,Binney St / Sixth St,18
152,133,Binney St / Sixth St,19
90,129,Binney St / Sixth St,20
49,125,Binney St / Sixth St,21
48,56,Binney St / Sixth St,22
30,46,Binney St / Sixth St,23
147,134,Blossom St at Charles St,
81,53,Blossom St at Charles St,0
39,42,Blossom St at Charles St,1
17,21,Blossom St at Charles St,2
8,17,Blossom St at Charles St,3
19,17,Blossom St at Charles St,4
35,137,Blossom St at Charles St,5
124,465,Blossom St at Charles St,6
260,274,Blossom St at Charles St,7
335,360,Blossom St at Charles St,8
275,232,Blossom St at Charles St,9
326,251,Blossom St at Charles St,10
264,242,Blossom St at Charles St,11
364,321,Blossom St at Charles St,12
328,354,Blossom St at Charles St,13
347,318,Blossom St at Charles St,14
485,377,Blossom St at Charles St,15
588,432,Blossom St at Charles St,16
698,500,Blossom St at Charles St,17
684,573,Blossom St at Charles St,18
514,461,Blossom St at Charles St,19
254,317,Blossom St at Charles St,20
123,223,Blossom St at Charles St,21
92,144,Blossom St at Charles St,22
108,92,Blossom St at Charles St,23
18,21,Blue Hill Ave at Almont St,
3,1,Blue Hill Ave at Almont St,0
8,6,Blue Hill Ave at Almont St,1
2,,Blue Hill Ave at Almont St,2
1,3,Blue Hill Ave at Almont St,3
1,2,Blue Hill Ave at Almont St,4
1,2,Blue Hill Ave at Almont St,6
2,5,Blue Hill Ave at Almont St,7
2,6,Blue Hill Ave at Almont St,8
5,4,Blue Hill Ave at Almont St,9
10,9,Blue Hill Ave at Almont St,10
3,3,Blue Hill Ave at Almont St,11
7,8,Blue Hill Ave at Almont St,12
10,8,Blue Hill Ave at Almont St,13
6,8,Blue Hill Ave at Almont St,14
10,4,Blue Hill Ave at Almont St,15
21,19,Blue Hill Ave at Almont St,16
15,15,Blue Hill Ave at Almont St,17
19,31,Blue Hill Ave at Almont St,18
17,16,Blue Hill Ave at Almont St,19
16,8,Blue Hill Ave at Almont St,20
5,5,Blue Hill Ave at Almont St,21
3,6,Blue Hill Ave at Almont St,22
3,3,Blue Hill Ave at Almont St,23
6,2,Blue Hill Ave at Southwood St,
3,8,Blue Hill Ave at Southwood St,0
6,3,Blue Hill Ave at Southwood St,1
2,5,Blue Hill Ave at Southwood St,2
8,5,Blue Hill Ave at Southwood St,3
4,1,Blue Hill Ave at Southwood St,4
1,2,Blue Hill Ave at Southwood St,5
10,3,Blue Hill Ave at Southwood St,6
22,9,Blue Hill Ave at Southwood St,7
15,13,Blue Hill Ave at Southwood St,8
14,37,Blue Hill Ave at Southwood St,9
25,14,Blue Hill Ave at Southwood St,10
19,13,Blue Hill Ave at Southwood St,11
39,24,Blue Hill Ave at Southwood St,12
31,14,Blue Hill Ave at Southwood St,13
30,20,Blue Hill Ave at Southwood St,14
47,25,Blue Hill Ave at Southwood St,15
26,20,Blue Hill Ave at Southwood St,16
39,40,Blue Hill Ave at Southwood St,17
23,47,Blue Hill Ave at Southwood St,18
45,36,Blue Hill Ave at Southwood St,19
18,21,Blue Hill Ave at Southwood St,20
4,24,Blue Hill Ave at Southwood St,21
8,21,Blue Hill Ave at Southwood St,22
6,20,Blue Hill Ave at Southwood St,23
861,854,Boston City Hall - 28 State St,
70,35,Boston City Hall - 28 State St,0
45,14,Boston City Hall - 28 State St,1
12,22,Boston City Hall - 28 State St,2
9,14,Boston City Hall - 28 State St,3
4,16,Boston City Hall - 28 State St,4
24,60,Boston City Hall - 28 State St,5
51,106,Boston City Hall - 28 State St,6
55,316,Boston City Hall - 28 State St,7
168,566,Boston City Hall - 28 State St,8
244,398,Boston City Hall - 28 State St,9
281,299,Boston City Hall - 28 State St,10
254,340,Boston City Hall - 28 State St,11
377,375,Boston City Hall - 28 State St,12
384,432,Boston City Hall - 28 State St,13
505,446,Boston City Hall - 28 State St,14
534,463,Boston City Hall - 28 State St,15
680,458,Boston City Hall - 28 State St,16
788,459,Boston City Hall - 28 State St,17
585,353,Boston City Hall - 28 State St,18
360,328,Boston City Hall - 28 State St,19
215,204,Boston City Hall - 28 State St,20
178,172,Boston City Hall - 28 State St,21
173,138,Boston City Hall - 28 State St,22
152,90,Boston City Hall - 28 State St,23
208,199,Boston Convention and Exhibition Center - Summer St at West Side Dr,
34,11,Boston Convention and Exhibition Center - Summer St at West Side Dr,0
19,8,Boston Convention and Exhibition Center - Summer St at West Side Dr,1
9,4,Boston Convention and Exhibition Center - Summer St at West Side Dr,2
4,38,Boston Convention and Exhibition Center - Summer St at West Side Dr,3
2,7,Boston Convention and Exhibition Center - Summer St at West Side Dr,4
46,2,Boston Convention and Exhibition Center - Summer St at West Side Dr,5
17,39,Boston Convention and Exhibition Center - Summer St at West Side Dr,6
31,48,Boston Convention and Exhibition Center - Summer St at West Side Dr,7
33,29,Boston Convention and Exhibition Center - Summer St at West Side Dr,8
29,16,Boston Convention and Exhibition Center - Summer St at West Side Dr,9
36,27,Boston Convention and Exhibition Center - Summer St at West Side Dr,10
53,36,Boston Convention and Exhibition Center - Summer St at West Side Dr,11
47,50,Boston Convention and Exhibition Center - Summer St at West Side Dr,12
65,91,Boston Convention and Exhibition Center - Summer St at West Side Dr,13
73,73,Boston Convention and Exhibition Center - Summer St at West Side Dr,14
101,102,Boston Convention and Exhibition Center - Summer St at West Side Dr,15
95,101,Boston Convention and Exhibition Center - Summer St at West Side Dr,16
85,102,Boston Convention and Exhibition Center - Summer St at West Side Dr,17
112,105,Boston Convention and Exhibition Center - Summer St at West Side Dr,18
79,78,Boston Convention and Exhibition Center - Summer St at West Side Dr,19
69,53,Boston Convention and Exhibition Center - Summer St at West Side Dr,20
43,27,Boston Convention and Exhibition Center - Summer St at West Side Dr,21
62,16,Boston Convention and Exhibition Center - Summer St at West Side Dr,22
39,32,Boston Convention and Exhibition Center - Summer St at West Side Dr,23
51,52,Boston East - 126 Border St,
8,5,Boston East - 126 Border St,0
6,8,Boston East - 126 Border St,1
4,3,Boston East - 126 Border St,6
2,9,Boston East - 126 Border St,7
17,14,Boston East - 126 Border St,8
20,21,Boston East - 126 Border St,9
15,18,Boston East - 126 Border St,10
28,24,Boston East - 126 Border St,11
37,40,Boston East - 126 Border St,12
32,39,Boston East - 126 Border St,13
31,27,Boston East - 126 Border St,14
40,39,Boston East - 126 Border St,15
29,52,Boston East - 126 Border St,16
59,39,Boston East - 126 Border St,17
56,42,Boston East - 126 Border St,18
34,54,Boston East - 126 Border St,19
32,25,Boston East - 126 Border St,20
16,23,Boston East - 126 Border St,21
22,16,Boston East - 126 Border St,22
11,6,Boston East - 126 Border St,23
193,215,Boston Landing,
11,16,Boston Landing,0
6,8,Boston Landing,1
4,2,Boston Landing,2
1,,Boston Landing,3
7,,Boston Landing,4
15,5,Boston Landing,5
16,4,Boston Landing,6
14,51,Boston Landing,7
55,60,Boston Landing,8
52,25,Boston Landing,9
42,54,Boston Landing,10
66,71,Boston Landing,11
114,103,Boston Landing,12
92,87,Boston Landing,13
100,102,Boston Landing,14
99,141,Boston Landing,15
114,154,Boston Landing,16
174,164,Boston Landing,17
190,166,Boston Landing,18
121,127,Boston Landing,19
88,112,Boston Landing,20
77,69,Boston Landing,21
19,24,Boston Landing,22
13,21,Boston Landing,23
208,204,Boston Medical Center - E Concord St at Harrison Ave,
31,35,Boston Medical Center - E Concord St at Harrison Ave,0
17,26,Boston Medical Center - E Concord St at Harrison Ave,1
17,18,Boston Medical Center - E Concord St at Harrison Ave,2
18,13,Boston Medical Center - E Concord St at Harrison Ave,3
11,159,Boston Medical Center - E Concord St at Harrison Ave,4
74,470,Boston Medical Center - E Concord St at Harrison Ave,5
104,1127,Boston Medical Center - E Concord St at Harrison Ave,6
287,474,Boston Medical Center - E Concord St at Harrison Ave,7
199,507,Boston Medical Center - E Concord St at Harrison Ave,8
226,420,Boston Medical Center - E Concord St at Harrison Ave,9
218,235,Boston Medical Center - E Concord St at Harrison Ave,10
269,227,Boston Medical Center - E Concord St at Harrison Ave,11
366,304,Boston Medical Center - E Concord St at Harrison Ave,12
390,315,Boston Medical Center - E Concord St at Harrison Ave,13
376,343,Boston Medical Center - E Concord St at Harrison Ave,14
567,280,Boston Medical Center - E Concord St at Harrison Ave,15
902,319,Boston Medical Center - E Concord St at Harrison Ave,16
814,402,Boston Medical Center - E Concord St at Harrison Ave,17
477,338,Boston Medical Center - E Concord St at Harrison Ave,18
383,205,Boston Medical Center - E Concord St at Harrison Ave,19
143,146,Boston Medical Center - E Concord St at Harrison Ave,20
75,94,Boston Medical Center - E Concord St at Harrison Ave,21
65,117,Boston Medical Center - E Concord St at Harrison Ave,22
104,39,Boston Medical Center - E Concord St at Harrison Ave,23
777,763,Boston Public Market,
109,73,Boston Public Market,0
60,21,Boston Public Market,1
28,21,Boston Public Market,2
14,7,Boston Public Market,3
3,3,Boston Public Market,4
58,31,Boston Public Market,5
88,53,Boston Public Market,6
109,129,Boston Public Market,7
342,176,Boston Public Market,8
278,168,Boston Public Market,9
231,206,Boston Public Market,10
292,284,Boston Public Market,11
354,357,Boston Public Market,12
372,360,Boston Public Market,13
362,379,Boston Public Market,14
405,434,Boston Public Market,15
414,448,Boston Public Market,16
413,580,Boston Public Market,17
418,601,Boston Public Market,18
342,504,Boston Public Market,19
273,278,Boston Public Market,20
226,185,Boston Public Market,21
176,137,Boston Public Market,22
140,113,Boston Public Market,23
102,121,Bowdoin St at Quincy St,
